	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d	squat02.c3d
	L_Hip_Angle	L_Hip_Angle	L_Hip_Angle	L_Knee_Angle	L_Knee_Angle	L_Knee_Angle	R_Hip_Angle	R_Hip_Angle	R_Hip_Angle	R_Knee_Angle	R_Knee_Angle	R_Knee_Angle	Pelvis_Angle	Pelvis_Angle	Pelvis_Angle	Trunk_Angle	Trunk_Angle	Trunk_Angle	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	R_Knee_Moment	R_Knee_Moment	R_Knee_Moment
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	-0.125269	4.803452	8.186354	1.501217	0.117407	8.901276	-0.833108	5.950526	0.121002	2.292808	-0.553849	-22.272909	-4.725602	0.499838	-2.360054	9.867997	0.529715	0.000010						
2	-0.128465	4.814380	8.202231	1.506961	0.116463	8.887862	-0.818597	5.948487	0.114016	2.271621	-0.562109	-22.262659	-4.732088	0.490441	-2.360732	9.871294	0.527842	0.003035						
3	-0.136869	4.817286	8.218691	1.513318	0.116019	8.875194	-0.808458	5.953589	0.108437	2.250092	-0.569444	-22.253450	-4.733692	0.488411	-2.362935	9.875935	0.525690	0.005961	2.901199	-9.810362	-1.802538	24.208109	13.049112	-1.104125
4	-0.148485	4.815080	8.234518	1.520168	0.116248	8.863821	-0.801601	5.962554	0.104193	2.229176	-0.575483	-22.246117	-4.732224	0.490871	-2.366079	9.882069	0.523187	0.008628	1.981260	-7.539324	-1.200465	19.225149	10.452382	-1.190469
5	-0.161734	4.809908	8.248610	1.527297	0.117197	8.854459	-0.797116	5.973194	0.101064	2.209440	-0.580062	-22.240908	-4.729097	0.495758	-2.369689	9.889760	0.520266	0.010882	1.093254	-5.353268	-0.615964	14.397247	7.959778	-1.277774
6	-0.175597	4.803660	8.260152	1.534540	0.118639	8.847435	-0.794284	5.983903	0.098760	2.191118	-0.583210	-22.237423	-4.725253	0.501528	-2.373399	9.898947	0.516882	0.012565	0.331642	-3.475328	-0.110067	10.224489	5.815265	-1.355492
