	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d	walk03.c3d
	L_Hip_Angle	L_Hip_Angle	L_Hip_Angle	L_Knee_Angle	L_Knee_Angle	L_Knee_Angle	R_Hip_Angle	R_Hip_Angle	R_Hip_Angle	R_Knee_Angle	R_Knee_Angle	R_Knee_Angle	Pelvis_Angle	Pelvis_Angle	Pelvis_Angle	Trunk_Angle	Trunk_Angle	Trunk_Angle	L_Knee_Moment	L_Knee_Moment	L_Knee_Moment	R_Knee_Moment	R_Knee_Moment	R_Knee_Moment
	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED	LINK_MODEL_BASED
	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
ITEM	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
1	0.852800	-0.903042	6.053206	2.951424	-0.901124	5.630880	2.395780	0.045230	2.770285	-0.123172	-2.259697	-18.896521	-0.522780	6.258132	-92.197258	0.315641	-8.275347	-88.952759						
2	0.848345	-0.895052	6.045607	2.943997	-0.906575	5.635294	2.486448	0.046875	2.745991	-0.218803	-2.284358	-18.813089	-0.533144	6.252731	-92.190857	0.296040	-8.240793	-88.975273						
3	0.846173	-0.885762	6.034640	2.934689	-0.911024	5.645487	2.532784	0.034666	2.727869	-0.270066	-2.293043	-18.741003	-0.543937	6.250134	-92.184013	0.275455	-8.211758	-88.997330	-2.207802	0.030763	0.041446	-2.291287	0.029614	-0.078774
4	0.845557	-0.875068	6.019588	2.925472	-0.915168	5.660670	2.549641	0.013265	2.715959	-0.293072	-2.291178	-18.677456	-0.554866	6.249708	-92.177338	0.254401	-8.186307	-89.018318	-1.152723	-0.040256	0.015666	-1.289130	0.037511	-0.044430
5	0.846112	-0.863144	6.001150	2.917907	-0.918991	5.678999	2.549425	-0.014496	2.709924	-0.301105	-2.282456	-18.621210	-0.566109	6.251148	-92.171120	0.233397	-8.162983	-89.037224	-0.349600	-0.093329	-0.003857	-0.518563	0.048167	-0.020528
6	0.847056	-0.850337	5.979667	2.913390	-0.921877	5.699827	2.541332	-0.046643	2.709154	-0.304644	-2.269323	-18.572775	-0.577652	6.253893	-92.165642	0.212955	-8.140813	-89.052872	0.206702	-0.129546	-0.017737	0.037592	0.060862	-0.006477
